plylstSeq,title,tag,like,songIds
521268820,아침에 이거 들으면 행복지수 올라감;;, #아침에듣기좋은 #카페 #기분전환 #힙합 #감성 #야경 #매장음악 #쉐어룸 #국내힙합 ,123,36182847 34752629 33220545 32962745 35307457 35505762 34752700 31617590 33453045 35249261 35044019 33077587 33736449 34036567 35695032 31788906 36136158 35923616 33666356 32822441
432051001,"약속 있어? 외출 전, 기분 UP 하고 싶을 때 들어봐!", #외출 #신나는 #기분업 #Pop #기분전환 #내적댄스 #충전 #흥겨운 #경쾌한 #드라이브 ,31506,36434172 34135997 33654467 36318086 36389890 33243051 34664037 35918333 35636537 36307434 36452632 36383449 36390045 36408583 36403391 31201265 36403429 36397713 36435706 36448955 36307102 36309441 36306527 36320320 36323980 36323978 36326865 36327609 35072232 36350603 36346246 36238089 35760459 36364162 36364009 36362071 36365791 36362249 36365081 36378070 36282666 36255534 36285862 36260265 36239470 36239782 36246171 36240196 36264453 36263524
462205353,운동할 때 듣는 신나는 일렉팝, #헬스 #클럽 #운동 #런닝 #텐션업 #신나는 #기분전환 #드라이브 #일렉 #팝 ,944,107707536 32985216 35926552 33163153 33569070 33724629 33844351 33499927 33903576 34685251 32336007 33561205 32416100 32633024 33637119 33506831 32602973 33464628 32832483 33841066 33804012 33860799 33030378 34400667 34808202 34224136 34592127 35801893 36089889 33818171 33731674 32972145 33259498 35566215 31605900 33895903 33737644 33070246 34324103 32760864 35808453 33765928 32934455 33823433 33607963 33104772 34511895 33884092 33905286 33797843
509103452,여름 냄새 폴폴 나는 기억 조각 모음집 ༄ OST, #여름 #OST #산책 #더운 #청량한 #기분전환 #추억 #회상 #싱그러운 #외출 ,1103,34571773 5404647 4143937 480416 3857179 30109962 35443840 33029213 3071860 3890826 34032566 31299824 31177568 32473998 2099505 3871247 2576086 35356222 2552851 4173955 4796458 4071860 7972771 2017351 32996567 35005040 34473827 33052142 35199704 32491274 9619959 2627748 4762446 34988700 33519250 31329022 30559998 31983354 30633300 32508146 3530622 35345961 30588115 35207606 3868360 3774346 827580 33022625 4209796 34571761
505706098,로맨스 영화 명장면에 흘러나올 법한 낭만적인 감성 POP, #감성 #분위기 #사랑 #도입부 #힐링 #잔잔한 #낭만 #몽글몽글 #휴식 #기분전환 ,1623,35057368 35006785 2286749 34650495 36459003 32456860 36370598 33982698 36373776 34263686 105865189 32017117 31677016 33459667 33704035 32040880 5408201 31842149 34313405 34570275 33012418 33516617 31293674 1809473 32004449 32515551 35406467 33679183 32133058 34303410 33035448 5681866 33737644 35221446 35065496 33035659 32766874 5594180 1137330 32179357 32076104 31048163 34177387 33536899 34172126 33410151 33631728 34031040 31850540 31385374
456938852,힙한 매장에서 나오는 Groove R&B, #알앤비 #그루브 #해외알앤비소울 #매장음악 #편집숍 #스타일리시 #어반 #쇼핑 #트렌디 #기분전환 ,588,36350603 35613561 31886055 32027314 36402973 35616897 33613842 31869353 31319596 33275042 35602733 36402423 34095665 31638013 36408977 32682095 35672402 32598771 31342404 31348239 31637362
522927616,아무 말도 하지말고 일단 들어봐! 신나는 텐션업 K-POP, #노동요 #신나는 #댄스 #흥폭발 #운동 #아이돌 #기분전환 #드라이브 #스트레스 #kpop ,485,36430773 36441862 36416114 36411342 35931532 36356993 36391236 36331122 36351620 35223429 36352012 33016453 35009234 33456218 35454426 34436674 8252573 32833393 35706322 34626109 33749109 32872978 35729104 30147451 36411343 35640848 36105549 8304595 30512671 33487342 32112914 31417871 36079879 34997078 33464805 33120545 33999025 36078777 34769205 32572926 33940932 36337593 36318125 36269721 34491913 36034936 3853978 34847379 32559781 34754299
522357934,기분좋은 템포의 고막밀착 댄스팝 ᕱ⑅ᕱ, #흥폭발 #신나는 #댄스 #운동 #기분전환 #자신감 #에너지 #드라이브 #매력있는 #스타일리시 ,409,36257291 36023673 36238559 33338087 36357495 5808100 30923190 31976310 36465420 32062160 33819213 35824073 35630605 36233256 31322791 32331851 36133647 32324046 32962409 35592289 108092144 36382685 35483784 33174608 31235195 32383442 33298849 3600924 34664856 34072810 34664383 36255534 31797822 30397349 33384709 35752106 33309791 34618909 36185402 4167171 33290892 7904058 33022234 36439468 35795884 36170828 35672962 32501287 33750682 36465412
522931337,꽃그늘 아래 자그마한 작업실 감성 ♡ ༘*.ﾟ, #작업 #산책 #힐링 #산뜻함 #봄 #일상 #주말 #기분전환 #행복 #숨은명곡 ,444,36018141 36374617 35744392 106960281 35372964 34197630 32166634 34939344 33797344 35214933 34279352 34766763 33768215 34142878 34964356 34087668 36109121 35946119 36345578 33550847 35526074 34738111 33606763 107424783 33371066 34504707 36331143 33261180 35407437 107421118 35757008 36326017 35701765 35953131 35714859 35007762 35409124 36373938 35739516 35223188 31956098 107133709 107091005 35313799
512619925,에어컨 틀고 이불 덮고 기분 좋아지는 국내가요, #여름 #기분전환 #휴가 #휴식 #드라이브 #주말 #카페 #감성 #여유있는 ,145,36467384 32724848 33835673 34693230 30215674 34131492 34186697 33644708 33964234 33148204 33420969 33803870 35457484 34726066 34159767 32945113 32243275 35451680 31123639 35057041 33190219 33413898 32486065 33676212 32074815 32325553 33320444 34209243 31094643 31782022 34620864
502383664,"위로가 필요한 날, 지친 마음을 토닥토닥 달래줄 따스한 노래들", #위로 #저녁 #감성 #힐링 #센치한 #기분전환 #휴식 #발라드 #출퇴근 #봄 ,3326,30985406 33372787 7877917 32377231 1797705 31893681 30668052 5440651 34819473 8148487 32464068 31495751 30208070 8086947 7896511 31149881 7909196 35669545 2228949 5694906 30654623 5546710 35080678 7857091 3620493 32251432 30999754 5503347 32101902 4276080 31980352 5710000 32551005 33471936 35005213 33391155 30181283 32172015 31910143 35126554 7858989 7921208 4369838 32582913 33117296 33082470 32180703 30241780 10434 30290580
522269084,봄이란 배경에 수놓은 꽃갈피 pop playlist ✿, #봄 #팝송 #꽃 #따뜻한 #주말 #Pop #산책 #휴식 #독서 #기분전환 ,357,34889456 34536009 33591614 32784303 34950298 33445158 35625191 33094321 35560131 34702108 33081087 35563510 35325872 33793727 33059006 33278839 33298980 32929612 32816596 34657103 33948506 34577174 34386837 33349737 33769213 34572522 36088749 35516185 35846570 34260509 35860486 35822593 35473878 35728348 35761391 35846770 35646005 35495603 33369258 33249808 32188735 32374575 35562288
524499674,여유 즐기기 좋은 햇살맛집 카페에서, #여유 #카페 #햇살 #힐링 #기분전환 #휴식 #집중 #팝 ,127,108641383 35609996 109650344 36070020 109621169 35481365 110032812 108899156 36168474 36304523 36115134 36379965 36253685 35838496 107892724 35744392 33368077 109717955 34586303 36105423 35253190 34192295 33581447 35372964 35400768 36217963 36331135 33154389 36147210 36387165 36388579 36349051 36428461 35481471 34242434
457584900,HIDDEN TRACKS 숨은 띵곡 '해외 R&B' (매주 업데이트), #알앤비 #히든트랙 #RnB #매혹적 #취향저격 #기분전환 #드라이브 #신나는 #스트레스 ,7254,36458216 36456757 36456302 36439872 36461328 36437893 36432122 36435857 36423737 36424629 36424647 36403968 36407690 36426540 36421619 36403810 36406315 36405124 36401637 36383137 36377313 36316416 36382264 36395646 36381472 36384132 36372458 36365337 36268606 36355516 36316383 36349786 36316206 36330187 36323719 36338961 36310833 36311894 36312721 36268210 36310614 36309364 36310567 36214887 36298365 36298523 36281664 36267090 36263623
507591535,감성 브이로그의 오프닝을 장식해 줄 영롱한 Lofi₊·*, #브이로그 #감성 #기분전환 #힐링 #휴식 #몽환적인 #영롱한 #분위기 #집중 #공부 ,2588,31408483 32939216 32274956 33427832 31605577 33075154 33075149 32314019 30623795 32554829 33963733 31897600 32631984 31644477 32058057 31605580 31928852 34585983 32315539 35207075 32939213 18184099 32491508 31590326 30354370 33215797 35276237 32871177 34670876 33105626 33147856 33274223 33569705 32154123 34336708 33569703 31984003 34298491 34490200 33716034 20595092 30837206 32554356 32354246 33057581 31652685 8234569 33465493 33938717 32752072
465359290,"너가 찾던 그 곡, 5초만에 반해버릴 Pop", #트렌디 #팝 #알앤비 #도입부 #감각적인 #매장음악 #기분전환 #댄스 ,1292,36435706 36403391 36115664 35675218 35910596 36047007 36402804 34777094 36122858 35559064 36402817 36435707 33445159 33443648 33445158 33369292 33335479 33429072 31351143 32035403 32040877 5738040 16754128 32035328 31494238 32008426 31532925 31874758 32021762 31803809 31576549 31617162 32035677
443147074,HOT TRENDY K-POP: 놓쳐선 안될 '케이팝' (매주 업데이트), #케이팝 #트렌디 #취향저격 #기분전환 #드라이브 #신나는 #알앤비 #힙합 ,15695,36466279 36467631 36469979 36455959 36465967 36464594 36464011 36468248 36470077 36470291 36467533 36447608 36449914 36444952 36452633 36445670 36447948 36445848 36444959 36444960 36441594 36449276 36447978 36444892 36428887 36424889 36421588 36430965 36422522 36418817 36424067 36417476 36416113 36391238 36406422 36415847 36409648 36396052 36414840 36410208 36410495 36405913 36410318 36391374 36394338 36388567 36396229 36391421 36390783 36395190
446586218,듣다보면 '우와!' 하고 제목을 보게되는 팝, #매장음악 #드라이브 #팝 #카페 #기분전환 #매력적인 #여행 #분위기 #러블리쏘 ,37665,35806363 35552939 36078238 33639154 33798796 35457785 35724122 34855217 32761922 31882578 32962946 33683773 35762289 35660049 35782015 35553895 32611356 34623694 36074378 31678774 356530 34554398 34725290 5506252 34547550 33830711 33939890 34986990 32861541 35656484 35455441 35643105 32571650 34836243 30292505 33064340 35836839 35306285 34725419 33841966 32926215 33824788 34958296 34650495 34883791 33810525 34573826 33278824 33865951 33680098
509094771,"봄 그리고 초여름 사이, 미소짓게 만드는 기분 좋은 DAILY POP", #데일리팝 #초여름 #5월 #통통튀는 #화창한날 #드라이브 #피크닉 #산책 #기분전환 #Pop ,509,34034366 36396318 34758888 34699628 35155025 33309467 34034636 8037849 35263715 34725419 33464630 35191350 31517938 32866659 32009905 31411112 31891268 31976674 33278839 32121005 33750257 32823589 33879383 31365733 31337349 32683547 32575024 33021311 32305430 32089201 32953199 32507229 32351904 33618536 32904006 32003956 32904537 31975609 33102204 32127345 32686304 32916771 33314485 31759422 32669335 33486149 1331699 33393124 31882578
457529465,핫트랙 J-POP, #제이팝핫트랙 #장르핫트랙 #핫트랙 #인기 #명곡 #국외 #JPOP #취향저격 #기분전환 ,1369,35535827 36445352 36355817 30633420 30952294 31724618 35825907 36473841 34165330 31236592 35708856 32632368 36471402 30561645 34501184 30024219 34501178 35825906 32602860 35806716 35457868 31802584 33199412 3803401 34724174 33020905 33172406 30024200 35844307 32015583 36297161 30633416 31713956 3458290 34256232 30706742 21615454 35672345 34243311 32889134 36374777 33652473 34374971 24109448 30024193 30402189 30226383 35689001 33455399 33624712
495479998,듣자마자 그 때 그 장면이 떠오르며 간질간질 설레는 ostꯁ, #추억 #설레는 #사랑 #청춘 #기분전환 #드라이브 #두근두근 #과몰입 ,4176,8067023 3890826 30157753 32271337 34657844 32311870 8102386 35756969 34373632 34632361 35691196 9619959 30159661 32508146 32491274 9611296 30414090 32100582 35451406 34701816 1093692 33979356 5650996 4311261 35199704 34702335 4378216 35754329 35127363 35316070 31994334 35522733 33918552 33898789 35356222 34726181 32794652 34495462 33979575 30440287 33494706 30143605 30143498 33592010 32473998 32651369 33580129 32944358 30590689 31329022
438647664,"하체운동할때 듣는 폭발적인 트랩, 힙합 계속업뎃", #운동 #힙합 #HipHop #헬스 #트랩 #파티 #신나는 #다이어트 #기분전환 #헬스장 ,2386,36388232 36401062 36420838 36420524 36286694 36301692 35499065 36287484 36136524 36065555 36190247 32459719 35499180 35792149 32905775 34234679 35717079 35325735 35526927 34503227 33758593 34529208 34591873 35039954 35882684 35844083 35802401 35445108 34538027 35621898 107555807 35379068 34738472 34664317 34936071 31685384 34192005 34038960 34444429 34129977 34301146 34254814 106758636 33745767
524453795,"사랑할 때, 그리고 사랑하고 싶을 때 듣는 감성힙합&알앤비 모음", #카페 #매장음악 #그리움 #추억 #감성힙합 #잔잔한 #기분전환 #감성 #사랑 #드라이브 ,153,36391318 30136952 35798620 34476749 32546470 35944239 36191577 35197790 35944240 33369437 35923616 34101832 36047581 36157280 31144465 30972755 33158202 34407074 36331121 35757422 34012987 33503726 31331756 36125894 32497863 35953965 32479576 34101836 36224658 32939000 35557571 31144464 35488206 36136158 36224660 34501949 34101834 31842998 35840144 32939001 32961284 32325553 34012988 34100767 36080413 35553298 33446154 33766987 31861768 33013741
524837178,여행 가면서 설레임이 느끼는 Playlist, #여행 #신나는 #기분전환 #취향저격 #맑은햇살 ,33,8172221 36430774 33502105 36448955 33805289 30710850 32077713 33655994 3753304 30278226 34930368 35238224 36411345 33372781 31566032 31856628 36416113 4857981 36430773 35333345 31932365 30568338 4204343 3835681 3906109 36331121 34986990 36306775 33271200 32091818 31978115 34193234 4857978 30272722
524837307,"넷플릭스 하이틴 로맨스 in 서울 '엑스오, 키티' 사운드트랙", #엑스오키티 #하이틴 #6월 #청량한 #여름 #초여름 #드라이브 #기분전환 #케이팝 #틴팝 ,35,36398155 34888153 35223429 31149418 35542908 32803600 34904578 32961721 33272015 34187867 33077238 34033650 31663515 34613997 33193808 33320458 33999029 34769204 34088886 34069148 33749109 31955739 33916560 35337881 34413496 32593909 31867905 32601711 30886578 33016659 32361482 34769205 32115105 32941079 33318032
457529039,핫트랙 팝, #팝핫트랙 #장르핫트랙 #핫트랙 #인기 #명곡 #국외 #팝 #드라이브 #기분전환 #취향저격 ,2983,36322781 8037843 35640751 34864406 33658563 36309947 35738070 33359309 5832034 36480019 36122858 7931286 30380968 31029291 30188113 35849863 36322333 31012145 36038435 4660794 36462227 33469725 34018465 33502105 35663578 35072232 35331586 8037846 34521597 4743560 34545693 30103593 36452632 36367639 4857981 30208025 34098217 32055419 33623210 30227238 31768993 36261089 31509376 31382559 32584913 31889301 34836243 31719821 7928705 31567235
523443647,"저녁 먹었으니 산책 가자, 산뜻한 밤공기를 머금은 산책 PL", #봄밤 #산책 #기분전환 #봄 #인디 #퇴근 #드라이브 #노을 #공원 #한강 ,245,36430777 31133727 35846579 36361136 35249997 36334387 36371559 35563869 9620471 3403988 36370516 8228040 33979505 36389707 36291899 4668006 33139118 35177030 32029716 30163110 3482051 35203226 30349593 30393717 32550664 34481680 3735699 30442279 30444663 36219463 33382651 31329022 34701816 31674785
522592893,봄의 풋풋하고 싱그러운 감성을 담은 이지리스닝 POP, #봄 #싱그러운 #따스한 #풋풋한 #이지리스닝 #감성 #힐링 #기분전환 #산책 #휴식 ,145,33032279 32174070 34886814 34238522 32440840 33473051 31490825 30733548 32471822 31000844 32651064 32610239 32991424 30693852 32812198 34725419 32761922 32946516 32861541 32079722 32599694 5620569 32711554 32709799 32192963 32507999 32604576 30087799 33067286 31889596 32853601 30294225 4174239 32004450 33014531 32881105 32977125 35633790 32457290 31903403 3918300 32872745 32393410
460627349,작은카페에서 들려오는 잔잔한음악, #카페 #여유 #피아노 #모닝콜 #뉴에이지 #행복 #매장 #독서 #기분전환 ,993,5689910 7902343 4094566 5736106 31655265 4746428 7939316 7849440 8030000 8099936 5553731 5718650 8077041 3994798 5542764 8160522 4320750 8068588 4433068 30228586 5763446 5761451 7850836 8174132 8070707 30219823 8151505 7877897 30188012 5659305 30511114 4371063 8108415 4495119 31641233 362029 30341741 978246 31152303 30188013 30176086 5796009 30075117 30086908 30581474
523226972,"푸른 바닷속에도 봄이 오나요? (싱그럽고 몽환적인 POP, BGM)", #기분전환 #감성 #힐링 #휴식 #따스한 #상큼한 #드라이브 #센치한 #몽환적인 #봄 ,122,36237755 36348056 31840489 35924244 35880340 36326705 30364749 8268343 35280139 34939610 32784303 33600770 35264275 34737551 33845270 36326865 36269527 31341514 36349083 31194233 32761922 32153822 36322333 36233444 8016327 30329670 35006052 33014531 36242950 30534103 32472629 33384686 35911191 32799110 36150753 36233200 30030905 36261089 36341161 36293346 36329056 30982550 33964416 33312055 33660017 30653948 36238529 35787770 33514382 3458290
497904500,20년대 버전으로 재탄생한 명곡들, #가요 #리메이크 #2020년대 #발라드 #명곡 #재탄생 #감성 #추억 #회상 #기분전환 ,726,36279659 36456696 33769428 35411442 34701848 34596035 34684267 34437398 33430095 33320445 33361513 33265558 34110359 32613646 32363691 33793429 33040923 33468912 33331004 34551866 33447528 32582979 31070222 33164085 33677964
523850685,따스한 Jazz로 화사한 봄이되는 내 마음, #봄 #재즈 #Jazz #힐링 #카페 #커피 #낮 #따듯한 #기분전환 #영화음악 ,127,29034567 27791755 11674021 106737626 10753255 11686838 21851795 11125750 11703563 21397027 106737628 21851796 22973553 24201381 21397016 21532791 101526562 29033441 21532748 103519111 29034570 29034207 26995708
509410105,새벽 특유의 쓸쓸한 공기를 머금은 감성 발라드, #새벽 #위로 #센치한 #감성 #휴식 #기분전환 #힐링 #드라이브 #발라드 #흐린날 ,1770,30657311 30985406 30668052 30383758 31893681 31703498 33375187 33000102 32769272 32130404 32254189 30844121 34908740 33999084 32298623 34800779 34793781 30314784 34036124 32243275 33055516 30669593 34759819 31095715 30890388 30072072 34097306 34840253 32377231 30736445 31603748 34819475 34701627 33939312 34035467 34771397 34667573 34808119 34209613 34838277 33372787 7877918 32225444 34803365 31749297 33453317 33293734 33471936 30208070 34373632
524402984,출근 길을 활기로 가득 채워 줄 뻔하지 않은 감성 플리, #카페 #매장음악 #출퇴근 #신나는 #스트레스 #잔잔한 #기분전환 #감성 #일상 #드라이브 ,153,36467631 34100776 35944239 35268790 35757422 35798620 34476749 36378716 32497863 31409519 33369437 34101833 33248740 35553298 35798621 30303507 34588190 34101834 36445352 33315260 32529114 35840144 32939000 32529113 31843404 31668320 35944240 36417475 31441820 34101837 31864770 32226455 34101832 33214330 34497207 32939001 32529115 32961284 32574156 33150797 31144464 35527352 34558245 32529116 35536571 35488206 34562040 34101835 32265694 33320444
506225967,전주부터 두근거리는 드라마 OST 명곡 모음, #기분전환 #OST #감성 #주말 #휴식 #도입부 #힐링 #일상 #신나는 #출퇴근 ,3219,36405970 36180708 35975681 35658473 35668416 8067023 34701818 35522733 34632361 34942194 4762446 32377231 5678250 34373632 33026570 4446485 2017348 30132687 4319067 5709755 7942948 3414749 3890826 9611490 34941251 8182907 30985406 35345961 34352471 8245686 35706418 35443840 4754435 1093692 35943568 8102386 3707405 32345931 35199704 32298623 34800779 35942630 35829148 36315340 31486544 34701816 32458621 35356222 32491274 30213419
512917230,다 같이 신나게 즐기는 취향 저격 K-POP (updated), #기분전환 #케이팝 #외출 #드라이브 #출퇴근 #중독성 #트렌디 #취향저격 #매장음악 #댄스 ,656,36451097 36416114 36430773 36356993 36411342 36318125 36391236 36331121 36206259 36266615 36374470 35674994 36381766 36300711 36043842 36342693 36322071 36359275 36359277 36105548 36110996 35985167 35993850 36090806 35834531 36079883 36078777 36034936 35945927 35835854 36040047 36090801 35993855 36058064 35803946 35931532 36015379 35992578 35876006 36014318 36078780 35993852 36036323 36014317 35992579 35977120 35931537 35899215 35888486 35875407
429291289,무더위를 날려줄 여름 노래 모음 여행 여름노래 모음집 가요 베스트 음악, #여름 #여름노래 #신나는 #여름노래모음집 #여행 #기분전환 #더위 #무더위 #드라이브 #여름휴가 ,7207,3837683 31230093 32790516 31093710 3863651 32833391 32559782 31175119 503339 31955739 32528369 31895208 31131274 30844118 4734486 32559781 32821268 31149418 32833393 30512671 2221852 30287019 31969182 31196764 1656034 32844354 5781104 3468048 31252453 31879867 3440448 5748406 31998495 31252457 3460102 8141272 4121653 4033065 8158032 3853977 8130796 5755238 4221101 732516 4101639 8290871 4711007 32821269 4840373 5755359
518850417,전설의 시작! 미스터트롯2 경연곡 & 콘서트 무대곡, #미스터트롯2 #트로트 #전설 #성인가요 #오디션 #어제티비 #기분전환 #트롯 ,614,36370268 36370274 36370270 36370267 36370273 36370266 36370271 36370265 36370269 36370272 36350468 36350469 36350470 36350474 36350476 36350478 36350480 36350482 36291783 36291782 36291781 36291780 36291778 36291779 36263280 36263281 36263282 36263283 36263284 36263285 36263286 36263287 36263288 36263289 36241792 36241789 36241790 36241794 36241795 36241793 36241796 36241791 36213421 36213422 36213423 36213424 36213425 36213426 36213427 36213428
524573060,나는 아이돌 타이틀곡보다 수록곡이 좋더라, #아이돌숨은명곡들 #기분전환 #4세대걸그룹 #걸그룹 #숨은_명곡 #kpop명곡 #kpop ,36,36430777 36416116 33810393 36356997 36300714 34772479 35931535 35729105 34626119 34772480 33810386 34737362 36137550 36149099 36078776 33940933 36404026 34041587 34153251 34187870 34808392 33280405 35365097 35333350 35333347 35389042 34153252 35380369 35876008 35337880 34614819 34808388 35763700 36090804 36352016 36352015 35846578 36416118 36411345 30700527 35504741 36266616 33805293 30712791 7847865 33805291 31133727 4454386 36058064
457584657,HOT TRENDY 놓쳐선 안될 '해외 R&B' (매주 업데이트), #알앤비 #트렌디 #RnB #매혹적 #취향저격 #기분전환 #드라이브 #신나는 #스트레스 ,4644,36449293 36458225 36425605 36467745 36467861 36455821 36426638 36435709 36441412 36436805 36430531 36425693 36410343 36408976 36428426 36409437 36424784 36402423 36401123 36398787 36416686 36397770 36402973 36388483 36388579 36378108 36395311 36382274 36370199 36362921 36350547 36350603 36337789 36245751 36329056 36334400 36327332 36338941 36335599 36339017 36341500 36329677 36331135 36329800 36340257 36307434 36306461 36309220
511038158,행복지수 UP! 피곤한 발걸음이 가벼워지는 기분 좋은 디즈니 OST ◡̎, #기분전환 #신나는 #아침 #디즈니 #크리스마스 #겨울 #드라이브 #연말 #추억 #감성 ,11609,4345620 30199165 3142748 8048711 32312728 384205 3951226 5777120 32380515 30721530 31815960 3860008 384204 4342896 5444125 30199166 3142754 30307111 4342898 30982044 30941282 33147062 30199168 4342899 8280436 386343 30707528 34282764 31815962 31520894 32180585 3142752 31919974 31815956 33500871 384427 32180594 4349837 31937941 32312298 30199182 2373457 31815967 8179894 31919971 32054556 31815961 1371251 31937932 8096989
444507643,아련한 감성으로 듣는 감각적인 국내 시티팝, #퇴근길 #시티팝 #드라이브 #청량감 #여름밤 #뉴트로 #리드미컬 #기분전환 #도시 #시원한 ,11281,35353252 35043250 33189248 35327457 34997201 32130403 32055919 32799156 36312416 36304565 36338239 5804245 31636900 32320354 31763164 34528640 31988043 31495800 31674790 31343729 31867202 31298317 31286163 30957076 31115358 32799149 33197919 35379873 32076087 32062362 33747315 31393894 31434068 31310474 31779383 31313286 31326355 31908876 32957209 33320443 33725774 32118538 31815059 32864457 51503 482498 1185342 32180951 33312893 33153197
492082616,힙하게 기분 전환 시켜주는 해외 인디 록!, #인디록 #인디팝 #해외인디 #인디음악 #Rock #IndiePop #힙스터 #기분전환 #산뜻 ,335,31601820 32627567 32612784 32029465 8104413 31720437 31550611 31169735 33014531 31707007 32374555 31047465 33259863 32023454 32909738 30365536 32037350 21904454 33088144 31760040 5394966 30883087 30924391 34177387 3696813 32889935 33285944 31534555 14040375 32206639 5721609 7897306 32337112 32374559 32333594 32226697 32627575 23504856 32322941 31042618 31580848 7863846 33027138 12086846 31169734 33259864 31877461 33288319 33017354 30379814
521746160,하이틴 주인공의 플리 vol.4, #하이틴 #기분전환 #설렘 #청춘 #여름 #추억 #하이틴감성 #넷플릭스 #여름날 ,103,32106966 4113678 31371068 30759195 31220703 30666714 3906108 7929806 5727147 3796184 4174239 4411417 5781593 258404 3628281 3906122 4176630 32312709 1941536 4692558 5727151 35592371
477792358,듣는 순간 기분UP! 하루를 시작할 때 POP, #월요일 #팝송 #신나는 #통통튀는 #기분전환 #상큼 #외출준비 #출근 #스트레스레스 #밝은 ,4753,3906109 7931262 5620569 31774701 35640751 4836114 7936942 30380953 5433712 4857981 8126146 5486685 8111603 30422933 35331586 5654643 4305222 30208033 3957656 30477713 3647993 31045134 7893475 4286673 3464659 5654641 3918300 5582164 4792140 35505711 5594179 4836117 31090508 3146166 8181421 31327666 4857978 8268343 4374667 33333761 3146164 3357752 3835596 5595194 3906111 5459268 31306426 31788110 31613305
508395339,"여유로운 아침, 카페에서 상쾌하게 커피 마시며 듣는 팝송", #아침 #상쾌한 #신나는 #팝송 #아침에듣기좋은 #카페 #커피 #그루브있는 #기분전환 #산뜻한 ,87,32323749 8037849 5741578 4131881 31129954 4017967 32349872 31048163 31912773 35786145 1331699 3331388 35754282 5620569 30208019 31759422 32825803 30224598 31371068 31611422 3835595 32122539 33221535 1860268 31979852 32900418 31774701 31318968 32278947 32079722 35800201 3142748 8102220 4374667 32709797 30141717 4218879 8037848 35762200 19344330 4745695 33032279 31000844 31807391 35721155 7884532 33235605 3417056 35800345 34862291
521333608,길거리 걷는 나를 런웨이 위 모델로 만들어줄 세련된 플레이리스트, #세련된 #기분전환 #느낌있는 #편집샵매장 #유니크한 #기분좋은 #팝송플레이리스트 #힙한느낌 #신나는팝송 #스트레스 ,223,35693472 35842895 32052898 31340005 30437820 31006534 33254380 31979807 5625055 34886283 32182720 30700602 30201464 9626608 35901799 31078161 32811623 31861350 5659790 31453052 31397603 32158659 33028791 30101596 34033013 31522558 31013038 8046737 34289518 33804012 33162683 32527957 30141076 30786285 31228905 34871862 34805932 34495510 33748859 32598771 31979805 31702030 31374698 31067439 5801565 30114418 30999926 35006787 33425083 36057584
455443838,기분 UP! 청순美 넘치는 아이돌 댄스, #걸그룹 #댄스 #기분업 #청순 #상큼 #2010년대 #아이돌 #기분전환 #청량한 ,1074,30395923 8130796 4163116 8028701 31006730 31782687 8161230 31706350 30857318 30183424 31796449 31779076 30621600 8224330 8245462 31288769 4734486 8171206 3089448 3087888
468339973,8090s 추억의 인기가요 베스트, #감성 #8090 #추억 #기분전환 #추억소환 #발라드 #80년대 #90년대 #옛날노래 #옛날음악 ,2452,51481 48360 91395 1876466 52159 56242 37571 3849500 1314717 66240 1675247 5758524 59078 68709 1110886 66311 2118199 91268 533377 2184575 1816948 526820 2743595 1839640 70696 1622501 1675592 482249 71033 32616 83437 66954 33273 33189 61776 104067 1606413 82633 63343 70631 1839641 62098 14221 66261 61343 3363619 1931126 57583 61500 33206
447414289,듣기만 해도 스타일리쉬해지는 기분! 편집샵느낌의 곡들, #스타일리시 #기분전환 #트렌디 #Pop #패피 #편집샵 #옷가게 #힙한 #매장음악 ,390,35930567 35910590 31861348 31874155 9646856 4748925 8065300 31532922 31532918 7896920 30943212 31181776 31626573 31670744 30667135 30362511 30587235 30087516 5707769 31051715 9010344 5723289 30099374 31304020 3363843 31206403 31649822 31350314 30152917 4721397 31333117 9637852 30517843 7870671 5830241 30059566 30698485 4606436 30394933 31407162 8081322 9628206 7885039 31237946 8101026 30943786 30166297 5707767 7840229
524840264,기분전환 하기 좋은 해외일렉, #해외일렉 #기분전환하자 #신나는_곡 ,26,33028566 33028571 33165638 33106858 32939092 31987532 33106905 32939093 31515650 32115910 33068332 33319770 30030138 30083391 32648251 33030378 34685251 33106906 31985513 7965310 32802907 32015387 30214883 32103542 32073118 31754532 33142838 32469017 33426147 30719150
524917665,내가 추천하는 취향저격 클래식, #클래식 #취향저격 #기분전환 #편안함 #여유있는 ,27,30114630 30114631 30114632 30114633 35872029 30735170 30735219 30735163 30735249 30665854 3805046 32703285 34309503 30070683 35411792 1813079 36098652 31073906 30082544 32245794 4463312 30660097 2083255 30067660 5680597 32858360 1634545 33852532 2697098 33612004 32138514 3888169 36098680 32578413 34685250 35995800 1488721 31189911 7931116 1756729 2073953 31057529 36290657 31351826 33989362 36149780 33975120 32067765
