plylstSeq,title,tag,like,songIds
456543184,이 노랜 꼭 들어야해! 어반 K-R&B, #어반 #알앤비 #명곡 #트렌디 #감각적인 #힙스터 #세련된 #리드미컬 #에센셜 ,1394,36254942 34013753 36157280 36247336 36193042 31048166 30264866 32071787 35657565 35511612 5771304 8271355 32029716 30166364 8168735 30139735 30698198 30390068 30541387 8049048 32006883 8109412 31555593 31227643 32762075 8305441 30621434 30709260 30663122 30349767 30564427 31324610 30217606
518240572,누구나 좋아할 만한 감각적인 국내 R&B, #알앤비 #soul #그루브 #트렌디 #분위기 #기분전환 #감각적인 #음색 #매장음악 #스타일리시 ,354,32014102 35121494 36290209 31588151 35372917 36081382 35745727 33153163 30753538 32902900 30707718 31036259 31291425 5572312 8172437 30227063 8109414 8160984 8172968 33148204 34431935 33570812 4258723 3520750 5638507 32620706 33193779 31890828 34131156 33327307 4674347 4027796 32108219 32184905 32235582 34353335 32081869 31770213 31170190 4674337 31215747 35018128 30692585 32746911 8015549 35457484 35363934 35018129 5771304 32945113
447319014,힙한 카페에서 듣는 국힙 Playlist, #감성힙합 #카페 #국내힙합 #분위기 #오후 #음색 #휴식 #기분전환 #그루브 #RnB ,3669,34779651 35371412 35685437 35486378 35503550 35576751 33448767 35457090 35353558 34415838 35197784 34927767 34943105 35018128 35197783 34481990 35057041 33643961 34235546 31843000 32163199 33115809 33158203 34501948 31617588 33129879 32999763 34533308 31456126 34063357 34083632 33666356 33923720 33453045 32961285 33645971 33632153 35480602 33232216 33252985 34074854 32987480 32743098 32637021 33239358 33275830 33266288 32999764 33190219 31718365
457536906,해외R&B TOP100, #알앤비탑백 #알앤비 #장르탑백 #탑백 #인기 #명곡 #팝 #해외 #트렌디 #소울 ,953,3986050 32793011 33333951 30118149 32392747 1268261 3146166 1622952 35911191 32219271 36215556 3143275 34513924 32155999 3986048 2017159 3146162 34087515 3143265 30105618 31351144 4660792 31598143 32160286 685096 14776 7968702 3146169 32611663 3457988 33433769 31348703 30683887 31979852 3146167 3808189 31936298 32131430 3146164 32604377 32057052 4228111 33375721 32249644 5800348 30821095 1479152 3808188 34254819
431852846,흔한 노래는 듣지 않아 +계속추가중!, #유니크한 #감성힙합 #알앤비 #소울 #신나는 #기분전환 #그루브한 ,7605,32379638 31807495 35527516 35508591 34056810 35480485 35481321 35276182 32616834 35229773 34906068 35003965 34439585 34912621 31893681 34584576 31919348 34464226 33214297 32600077 33133090 33161554 33117613 31768345 31562186 32999829 31884621 32995866 32976058 32977043 32874139 32496320 32822441 32743529 31687960 31260660 32531431 32496319 32429202 32525193 32563140 32564044 31413246 32208495 32498752 32490704 32486634 32464831 32065736
524519700,작업할 때 틀어놓기 좋은 그루비한 BGM, #작업할때 #알앤비 #휴식 #분위기 #감성 #노동요 #힐링 #주말 #공부 #침대 ,15,36348293 36405913 36390254 36410085 36430965 36392617 36324542 36378323 36327988 36333422 36368355 36370598 36371798 36370562 36348295 36372243 36378326 36396052 36416624 36416471 36421589 36424889 36339526 36418817 36422522 36414647 36414840 35681666 36315746
456253349,감각적인 사운드! 둠칫둠칫 국내 R&B, #그루브 #알앤비 #힙한 #기분전환 #국내알앤비 #느낌있는 #세련된 ,650,36447608 36406044 36418817 32711048 32762075 32247356 36410208 36378323 36392617 36424889 33054789 36038351 31697740 35270476 33442307 32710641 33380348 33368474 32939046 31568361
492537483,센치한 마음을 달래주는 국내 감성 알앤비 모음, #기분전환 #홈카페 #센치 #매장음악 #매장노래 #카페 #감성힙합 #감성 #알앤비 #RnB ,914,36447606 36386444 33425479 36290209 34487568 35824565 36386453 31331756 36351997 36312105 36391320 36191577 36348297 36391421 30422814 36370562 36061345 35910616 33336585 33976663 33930392 35270473 36282049 36271384 34558244 35707529 34847871 35640979 35316215 31703013 34311853 32324117 32818006 32351407 36273351 35353561 36267025 34670590 35316212 36254943 36254942 35315004 35735556 34767309 36253346 35728530 36170343 36099632 36144767
456506800,환상의 케미를 보인 남녀 듀엣 R&B, #알앤비 #듀엣 #남녀듀엣 #케미 #기분전환 #감성 #느낌있는 #명곡 #음색 ,2224,36351997 36418817 36428883 35745727 35853726 34752700 35018128 36280286 35692453 35522357 34978703 35536572 34149198 34313252 34913589 34474792 30257703 33552335 32999763 31215747 32027759 33239358 32053320 32004294 31770213 31035061 8026677 31519138 30492279 31356451 8269733 33403039 30349593 31568442 31674789 33408565 8162774 30019633 30927682 30124561
479036960,힙하고 그루브 가득한 R&B/Soul, #알앤비 #그루브 #2020년대 #가요 #소울 #RnB #힙 #기분전환 ,298,36421590 36391317 36290215 36361130 35731900 35765620 35640979 36027265 36424067 35847669 35773884 35226542 33329112 36381764 36348291 32430150 33859829 33425482 32420882 36430965
512411066,"자기 전, 맥주 한 잔과 듣기좋은 Groove Music 2", #세련된 #그루브 #혼술 #펍 #맥주 #주말 #비트 #무드등 #매장 #알앤비 ,174,32670779 31200086 30303709 4186016 8140953 35702732 33552060 30506800 15063024 32335688 33903573 32841404 285969 7991498 32213854 30057109 31727224 33956692 32273103 652097 8199586 32156809 34095124 8198546 869391
471872397,센스있는 카페 사장님이라면 반드시 알고 있어야 하는 음악!, #카페 #카페음악 #잔잔한 #휴식 #힐링 #재즈 #팝 #보사노바 #알앤비 #소울 ,90,2941173 2300125 7865985 288419 852241 523778 732503 618189 1590579 1834428 1475691 1135669 1468101 3603219 1756326 31048163
457943380,명곡만 쏙! 2000년대 국내 R&B, #2000년대 #국내알앤비 #알앤비 #명곡 #감각적인 #리드미컬 #에센셜 #감성 #아련한 #분위기 ,1207,106244 495147 105899 91166 2019681 537750 19807 111413 1948503 3824 492854 1755551 665226 527583 485716 473438 531431 1126285 524757 75279 855314 851364 884783 730968 634321 433657
524791069,와 이게 국내 음악이라고? 팝송같은 한국 아티스트 음악, #알앤비 #매장음악 #팝송 #카페음악 #쉐어룸 ,8,36145589 35622901 35456702 36428887 35919139 36326783 35456704 32605002 36290216 33571724 33532354 30957489 31495758 32494271 33220547 35268794 35456705
481838084,"자기 전, 맥주 한 잔과 듣기좋은 Groove Music 1", #세련된 #비트 #그루브 #집콕 #알앤비 #밤 #혼술 #드라이브 #맥주 ,2496,654726 32335685 32693029 32842221 33048083 15869632 8310034 32842216 33558396 106772312 33280271 11646274 32639041 32633440 3871289 32264642 32965608 32870540 4186006 1548614 32924088 32120620 32898948 32704495 32873960 31416055 32544013 32639040 32822396 32569176 32693020 31237063 31919807 32870545 32695141 32770265 32894893
520556289,"NCT 127, 알앤비 맛있네", #NCT_127 #RnB #엔시티 #케이팝 #nct #알앤비 #nct127 #NCT도재정 ,40,36374470 34153242 36374471 31345639 33901880 36374472 32393668 36374473 32393671 32393670 32393672 31794957 31345644 32393677 35640853 35640849 36079883 31934966 34153245 35640850 30189028 35640851 32393680 33901884 35537300 32393678 35640852 33901881 32588775 31345640 30189025 36374474
504991501,그루브 한번 제대로 타볼래? 국내 알앤비 R&B, #힙한 #알앤비 #R #국내알앤비 #리듬 #그루브 ,203,36467631 30597835 31899100 32556558 36391421 36391374 36381764 36389340 36350126 36350522 36361130 36359255 36351997 36374473 36370562 36327988 36326240 36330700 36331586 36333422 36338238 36342016 36339526 36343235 36282049 36338239 36350686 36348293 36301261 36304565 36310362 36312105 36170343 36170188 36157280 36141975 36136158 36071965 34587210 32252836 36027265 35950074 35876899 35525374 35589818 31959868 32716099 31510402 30795395 30038183
522600119,사랑이었나봐 우리서로사랑하지는말자 헤어지면 남이니까 [감성힙합 플리], #국내힙합 #감성힙합 #센치한 #알앤비 #이별노래 #새벽감성 #선명한추억 #그리움 #미련 #애틋함 ,31,33158202 33158204 36224656 35823580 35512823 34366006 5421434 31568442 5459748 3426268 32358040 32790874 33552896 33448767 36253346 33722789 31608708 33017815 36233410 34885916 4073092 4100521 33562949 34377576 33150797 32265694 8030764 4751624 3665143 3742855 3909685 5431071 32738672 3534941 5415181 4071284 35823579 32060124 32158763 32163199 31658897 35536572 3858471 36080414 35827924 32325553 5462666 33542479 3948919 4666939
487047995,따뜻한 커피 한모금 같은 달달함 & 부드러운 알앤비_R&B, #알앤비 #카페 #휴식 #잔잔한 #부드러운 #잠들기전 #RnB ,60,35431149 36118636 36188650 36317620 36331135 36318086 34015480 32182971 30649125 5544188 34574440 34588887 34588889 34400549 32120999 33824932 33992123 32843434 31635391 31675480 33466497 32833837 33826044 32910106 33708986 31675478 33683032 30517696 33375721 33375728 32546601 30012935 7864849 33281491 33281489 31847521 32576717 33273088 33265242 32953521 32292952 32415067 31887256 32437118 32405226 32962175 31544779 32505957 32128945 32438023
488655058,듣다보니 나도 모르게 빠져들게 만드는 구르브, #트랜디 #신나는 #드라이브 #알앤비 #구르브 #산책 #기분전환 #힙한 ,71,34864091 32457166 34883804 35498949 32646988 4432762 7850117 30238759 5778953 1313885 30534147 6359872 30821095 5790011 31985800 31850540 3715194 30551417 31194233 30894907 2017159 5816814 32192978 31760647 2656348 31747058 7985061 32160288 1930777 4172951 31681674 31806644 8104640 31975520 31351172 31427783 30277066 30230284 5611926 7968702 30422814 5402220 31400379 30103593 31600689 31598143 106734399 3534545
521820578,너 꼬실때 듣는 노래, #썸탈때 #산책할때 #쉐어룸 #설레는노래 #샤워할때 #새벽감성 #감성힙합 #알앤비 #한강 ,147,36047581 34588192 32159599 35268787 8276709 34100776 32474825 34514156 33346999 34885917 33315260 31871019 33938664 36080410 32676421 32600540 32379638 32921629 33453045 35735550
521538149,"적막한 도시의 밤, 야경 틈새로 홀로 반짝이는 Soul", #야경 #soul #드라이브 #산책 #알앤비 #밤 #기분전환 #분위기 #한강 #퇴근길 ,106,685096 34813561 11823087 626975 11826466 641863 8188097 807760 898961 792420 333023 32403473 9651034 4301895 1854980 11900616 1126768 11831978 11168564 804724 807652 11983882 12147069 4865878 11846851 893229 11948825 35700290 1533874 4019094 837127 810578 21636657 12114945 405246
516182461,“복잡한 나의 언어를 알아줘” 촉촉한 새벽 감성 백예린 Tracklist, #백예린 #새벽감성 #RnB #Pop ,50,33939313 32243273 31674786 35203226 33129885 33520259 8233374 31783829 33129883 32243262 33129876 8233373 35203227 33129878 31674785 35203225 33129884 32243260 32243275 7953960 31674790 7953958
522474504,데일리로 틀어놓기 좋은 감성힙합 모음 :), #데이트 #감성힙합 #드라이브 #도입부 #매장 #알앤비 #쇼미 #갬성 #국내힙합 ,23,36157280 34562040 36224655 35944239 32939000 31478834 34879289 32224272 33448767 35058034 33528907 35757422 31687985 34101837 32961285 34476749 33528911 32224283 34264703 35536571 35962853 35527830 35553298 34582859 35937397 35488206 35722425 32939001 32230807 35944240 33438866 35527352 32584973 33323386 34352762 35798621 36108692 33666177 31360264 32530423 35537222 35905430 33045752 30367365 32182341 33955735 32706488 36304565 1913501
456111055,"네가 무심코 지나친 그루브, 내가 찾아줄게", #알앤비 #휴식 #감성 #작업하면서 #밤 #트렌디 #내방 #센치 #sweetmind #스윗마인드 ,5191,35606057 36339526 36370598 36390983 34481534 34493523 34481111 32531433 33087897 33353914 33239358 33054895 33077746 33068745 33045720 32977881 33030884 33426849 33043460 33030044 32997027 33046004 33016177 33028930 33028827 32961162 32768435 32879327 32857496 32908859 32703298 32912808 32906874 32906384 32902900 32885591 32882509 32874030 32871443 32746911 32860690 32849129 32839562 32782406 32822441 32760513 32808226 32811336 32769919 32790874
522436118,"밤 분위기 가득, 그루브타며 듣기 좋은 느낌있는 R&B Soul", #밤 #알앤비소울 #알앤비 #분위기 #그루브있는 #느낌있는 #감성 #드라이브 #산책 #신나는 ,72,31758846 32531431 32092993 2043750 31627527 32611663 8140948 31816063 30130566 30534147 31601539 4674347 31221548 32474772 30939859 30696571 32098523 30422814 32706177 32170608 31294498 31438841 32456992 3852761 31629718 30924312 3808191 32370939 30748267 2183950 32219271 32745723 32108032 31975520 5800348 32370938 32065451 33771249 32341685 3881377 32052830 3457988 30896170 32023456 30753537 30257703 33149046 5544182 7870975 31294497
525038003,새벽에 듣는 감성 알앤비 플레이리스트, #새벽감성 #감성알앤비 #잔잔한노래 #알앤비 #쉐어룸 #새벽에듣기좋은노래 ,4,36282049 33030421 35824565 30541392 34631253 32616222 33030422 30692585 31417874 31121523 30927684 36443856 34270268 33264973 5638507 9650452 30541386 30277406 32846659 32871924
466383022,2000년대 발라드.RnB 명곡, #발라드 #추억 #2000년대 #RnB #레전드 ,135,1459456 2025249 1568562 445413 2017248 2549955 1797709 1590169 1374075 1092546 2184581 1650501 1867788 2940474 2682148 2379811 2335459 1114299 2041545 1764208 1525532 2281050 2690351 1668957 623249 2552034 1852396 1649188 3053848 1509829 2425271 1135163 1716430 499230 619078 2167651 538118 1813593 1808162 1193994 167131 1136371 104696 1885992 1790687 82070 526391 1956656 2109706 1901874
524409139,그때 너는 어떤 생각이었어, #인디추천 #플레이리스트 #록 #발라드 #알앤비 ,13,36411199 36401354 35754620 36392592 36404508 36393059 36366009 36365510 36380382 36378045 35815112 36387491 36374600 33725139 36389713 30633457 36352845 33340516 36373885 36402935
506284794,2022년에 차트인 해본 래퍼들 노래, #2022년 #국내힙합 #알앤비 #랩힙합 #멜론차트 #유행 #트렌드 #래퍼 #추억 #기분전환 ,43,35980446 35980450 35957698 35957694 35957697 35957695 35957693 35957700 35937397 35937396 35937393 35937391 35937390 35937394 35937395 35937392 35923616 35917859 35913593 35913594 35888871 35888868 35888869 35888870 35888486 35888480 35888478 35888479 35888481 35888482 35888483 35888484 35888485 35888487 35876899 35849919 35853689 35853690 35823579 35809465 35779181 35733464 35745727 35737712 35728530 35689128 35685438 35685440 35685443 35685439
487999329,2021년에 차트인 해본 래퍼들 노래, #2021년 #국내힙합 #멜론차트 #기분전환 #랩 #트렌드 #래퍼 #추억 #알앤비 #신나는 ,70,34481969 34481972 34481971 34481968 34456457 34441600 34431722 34431340 34407071 34403013 34403011 34403007 34399272 34398735 34397936 34381613 34377570 34377571 34366006 34366007 34366008 34366010 34366011 34366012 34366005 34366009 34366014 34366013 1850253 34331510 34331508 34331506 34331505 34331509 34331504 34331503 34298496 34298499 34298498 34298493 34298497 34298495 34298492 34298494 34286939 34286842 34256656
524588158,쇼미더머니에 이 사람이 나왔었다고?! ㄴㅇㄱ <역대 쇼미 피쳐링 가수>, #쇼미더머니 #역대 #쇼미피쳐링 #핫함 #알앤비 #보컬 #추억 #역대피쳐링 ,18,36034936 33064355 1903050 3436083 34819473 30844118 3911750 31668491 3468048 84845 4462128 3138749 8089568 3864961 35361345 4237755 3701333 32808616 2604975 4023744 5545022 4172962 4168680 30809740 30383949 32185128 5795006 31376041 56685 1569649 32007303 36271384 503258 31029128 7998349 492854 3813709 481845 4365585 1632675 32353441 5551724 8062889 3788313 2703101 34913589 31992791 5628675 1990682 4562460
425766103,"파워풀한 로큰롤의 여왕, 티나 터너", #티나터너 #록 #TinaTurner #로큰롤 #RNBSOUL #해외 #알앤비 #소울 #아이크터너 #솔로 ,21,5774575 31756269 1121332 106753409 1121316 106753562 11805331 5774580 31552050 5774578 36385259 885862 5774597 1121317 5774579 1121318 1121331 5774576 5454627 1121303 1121322 34097497 5774577 885864 244280 30832833
457823476,힙한 감성의 감각적인 PBR&B, #pb알앤비 #힙한 #알앤비 #해외알앤비소울 #그루브 #감성 #명곡 #기분전환 #에센셜 #힙스터 ,841,3852758 30760654 32474772 32576650 8180558 31598143 30230284 30461879 33760109 30836103 8302557 31247690 30683887 32392747 5767245 7971019 7991557 5544182 31405490 8140951 7871016 30939859 30552137
460381574,밤공기를 섹시하게 만들어주는 R&B/Soul(+계속 추가), #RnB #soul #밤 #감성 #섹시 #감성힙합 #트렌디 #기분전환 ,2469,33087154 32631437 36273355 34640242 36327988 31788905 32332838 32044840 32930875 36348293 35773887 36273351 31073378 31843035 35505762 34442493 35957180 31865277 36099630 36099629 35888148 35950074 34312159 35383373 35777174 35577772 31109027 35777176 35938685 35708999 33414218 32833766 35033652 32616909 32348242 34207335 35316213 33536854 33579160 32180817 35480610 35229773 33271278 30960318 32685200 33214297 31624454 35417318 35501248 34686555
522638772,달콤한 그루브에 취하고 싶은 날 Sweet & Sensual R&B 팝, #RnB #알엔비 #컨템포러리RNB #소울 ,9,35197344 35611088 34752819 33206749 32783897 36291852 32374575 33826044 30683887 36350603 101625993 33130680 31190185 5548540 35376793 32721863 36070164 18914590 32128942 32128945 32611663 32201978 32066279 31603407 30626216 32576717 35646576 32335687 32335688 34049145 31609605 30374349 35931133 30660866 35708256 34737781 9610419 33152908 33152906 4792292 35644305 35644303 35644300 35827589 4358378 32709799 35561541
435323317,크러쉬(Crush)의 피처링 포함 모든 곡!, #크러쉬 #Crush #RnB #신효섭 #두유 #Beautiful #감성 #쉬밤 #팬시차일드 ,1105,36290209 36252819 35867839 35773885 35665282 34997084 33725779 33142705 33096515 32977040 32999763 32999764 32999765 32999766 32903701 32919646 32860237 32859753 32847943 32847945 32777625 32777626 32671278 32651144 32607375 32442893 32442727 32393662 32364000 32246773 32235581 32235582 32235583 32235584 32235585 32235586 32235587 32235588 32235589 32235590 32235591 32235592 32198204 32001574 32136628 32105045 32110383 32091435 32014102
464687495,무드있는 카페에서 듣는 해외R&B, #카페 #알앤비 #휴식 #감성 #기분전환 ,1428,32066279 32416398 32611663 33281487 31603430 32583519 30997128 32562606 32793011 32020580 21998637 32907626 837120 31635383 32815021 8188525 32205697 32131430 31979492 8066869 30683878 32651064 32374575 32605575 32505100 32020589 32541934 32546601 30663066 32335687 32833837 32630858 31903403 32106382 32596412 32020590 32438027 32020585 32762079 32474773 32474766 32695190 32490621 32435496 31383198 32016223 31975520 31635626 31031538 32541983
523660670,"감성힙합 ""종합선물세트""", #감성힙합 #매장음악 #알앤비 #쉐어룸 #카페음악 #아침에듣기좋은음악 ,21,36047581 36047573 36364595 34305208 34943105 31429050 34100773 31724057 36354643 35197791 35545294 34921975 34558245 34960810 33441791 33347009 35268787 33320360 34752700
438115099,추억의 90년대 발라드 명곡들 모음, #90년대 #추억 #학창시절 #향수 #노래방 #감성 #과거소환 #발라드 #알앤비 ,866,67724 91249 51930 49541 81481 83093 51052 37075 75963 483631 33268 91289 70631 67962 33876 2323160 65728 91475 68079 2981576 3052573 76331 76483 91317 70765 51588 1877188 1022090 61245 38953 91135 104067 31203935 49933 1877126 1719746 83959 84091 83264 60956 664262 1017150 65720 536778 898849 1698660 91265 72166 50627 69374
434509616,휴식할 때 듣는 그루브하거나 재지한 곡, #그루브 #휴식 #팝 #재지한 #재즈힙합 #알앤비 #편안한 ,1704,3880653 7991496 12783 30419207 34608746 35126428 33701318 35340819 31024821 31197492 30513028 30000749 31294497 30047314 30212136 4363716 33672523 32083497 31749768 7865051 30316602 33049847 1601273 32273103 30375077 31146856 30230280 32026463 33672525 30541386 30303709 32477814 8198546 32490347 32377895 34623171 30303716 33517702 33741341 30242167 30316596 36409671 32490348 32026472 30130566 32201699 32198853
513585422,뭐 들을지 모르겠을 때 가볍게 듣기 좋은 적당한 텐션의 RnB, #RnB #데일리팝 #산뜻한 #휴식 #감성 #카페 ,124,33275761 5708377 32939152 34588887 34235546 32830408 30835309 30454213 31257764 33087880 33444738 30707718 33604120 33601086 31151837 32110383 33643965 35728530 32999764 35371412 35457484 31356451 33079031 34501948 34930368 35197784 35323234 32307439 32882509 32607375 35622901 35640076 33252985 33250217 4081054 33700182 32254151 34074856 31967094 31025365 31684632 30541905 30732377 34074850 31031755 31184764 32110387 30607341 31098679 31526249
524168934,도입부부터 너무 좋아 미쳐버린 그루비한 팝알앤비 플레이리스트, #groove #분위기 #힙한 #카페 #여유로운 #힐링 #헤드셋 #감성 #RnB #mood ,9,33345202 35172400 36111383 34296684 35258497 34588887 35557571 33188363 35003858 34084919 35486474 35353267 32567996 31601539 35681554 35660555 35911197 34983032 33041943 33890284 31808967 32023456 32679094 32814662 33494788
472293356,핵인싸로 가는길! 트렌디한 국힙으로 불금을 준비하자, #불금 #국내힙합 #드라이브 #알앤비 #기분업 #출근길 #퇴근길 ,613,35015359 34248408 35002844 34562041 34542028 34533032 34521600 34545530 34521602 34588191 34579835 34588354 34459874 34487819 34476627 34512708 34514156 34495507 34337118 34451971 34248407 34249713 34298499 34305207 34446403 34319506 34323575 34331508 34432288 34144141 34146755 33722522 34167296 34186697 34188167 34071973 33376381 33782484 34083628 34002221 34062871 34017328 34031490 34036435 33784690
482384304,마치 내 이야기처럼 느껴지는 고막여친들 국내R&B, #알앤비 #꿀보이스 #고막여친 #가사 #트렌디 #유니크 #여자보컬 #내취향 #힙한 #취향저격 ,915,34746531 34826873 34938571 34874232 34943128 34737717 34722072 34945289 34726173 34737382 34721307 34307047 34287163 34186697 34151836 33529652 34557723 33333903 34938572 34481989 34058566 34074850 34536093 34091398 34137204 33867016 33814900 33825901 33666356 34523422 34173269 33843514 34063357 33623325 34039341 34166227 33628732 34098213 33608852 33585426 33870328 33708788 33658261 34032568 33562949 33659508 33506835 33570812 33503722 33542963
503606111,나의.. K-아랜비, #알앤비 #그루브 #그루브있는 ,68,36144767 36110998 3948905 3948904 35622901 35456702 31815490 35353560 31941909 34826874 8204712 35249997 33420969 30753538 30139735 32447472 30698198 30264866 31843000 31899100 32777625 34074850 31734881 32539935 30872555 31056799 31409519 32074815 31363664 32939046 30049278 5465067 35018129 7881233 32193722 35203225 35203226 35203227 32430150 33643962 32430149 33643963 33643961 4366156 33444738 4749620 30230986 34587210 31113241 30660283
522195328,"리듬 앤 블루스의 대표주자, 바비 콜드웰", #알앤비 #바비콜드웰 #해외알앤비 #리듬앤블루스 #BobbyCaldwell #대표곡 ,18,23102032 23102033 34813551 34813537 34813550 34813552 34813536 34813486 34813392 34813554 34971226 34813504 34813447 34813531 34813530 34813459 23102046 23102047 34813556 34813577 34813519 106825004 34813560 34813488 34813538
424144822,⠀취향⠀, #mainly #RnB #ting ,351,34214183 35246282 32335685 31190185 35205524 33751763 33890288 33693653 32569269 35207660 35207661 34566754 32995449 35217683 35200845 33495734 32909737 33337974 35197344 31495650 35200846 30519288 106829901 34753835 35172400 31351151 35174758 35145207 33482314 32531430 30118099 35186245 34722094 31691466 34859593 35097754 35062416 35067010 35067377 35062258 35084053 35057326 35024118 34983306 34521597 31383207 35046187 31626039 34982923
404338533,도시의 밤에 어울리는 그루브한 곡들, #알앤비 #소울 ,1692,33721762 36467631 36042617 33694575 33090999 33348131 32603374 32953194 35801679 31197486 31298317 34603303 34746453 852668 37000 35670906 32074327 36075765 30303709 32420883 35740634 35910596 33658852 35759735 35765634 35765624 35765627 35740374 35765621 32254059 35487833 30662652 35561949 33073120 32953192 31635387 33968311 35540378 35116598 33625042 31155481 33141040 32951782 33000086 31544779 1006600 33565504 32251007
439033596,새벽 감성 물씬 느껴지는 노래, #새벽 #새벽감성 #우울 #위로 #잔잔한 #알앤비 #발라드 #자기전에 ,494,8233373 8109412 30492279 30657308 30659630 30314784 30860764 30260502 7886211 5394280 30824856 2765048 30408194 30829858 4064022 30824605 30349960 30593220 8104892 30741428 30729198 30709103 3707405 30705432 30105590 4498519 5731941 30178736 5454678 2425149 5503377 8233374 4072715 30492277 3929471 1575520 105886 8086947 3968900 5408681 4076109 4082947 30646585 5700639 4369834 8271363 30819446 8224333 3913733 9646572
510975956,목소리에 보험 들어주고 싶은 ‘국내 R&B’, #알앤비 #감성 #분위기 #무드 #발라드 #주말 #힐링 #카페 #여유 ,104,36447608 31843000 32939152 35543614 32762075 33170811 36348291 36421588 36034936 35622901 36310362 35307457 36090546 30257703 33736449 36267025 32650951 33379610 35665282 31986633 36099629 31436041 36313117 35682023 31850466 35950074 35929128 35765023 35503550 35563869 34540831 35676615 34469602 31261006 34943131 31409519 33129885 30911210 30616707 34945289 30758619 8109410 33346447 31842999 32235585 33004572 4407285 34943241 32251432 30732377
456884405,"새벽, 퇴폐미 넘치는 어반 사운드", #알앤비 #새벽 #어반 #밤 #퇴폐 #몽환 #감각적인 #소울 ,477,36268606 36384132 35897768 30997086 32045928 30984879 33346134 31803928 30322184 30118099 31427657 34384675 34102482 30465625 33971566 31055483 33620315 32560406 36316206 32506743
522356441,2023년에 차트인 한 래퍼들 노래, #2023년 #국내힙합 #알앤비 #랩힙합 #멜론차트 #유행 #트렌드 #기분전환 #핫한 #래퍼 ,26,36467631 36434938 36434998 36435150 36435556 36435017 36436798 36431344 36429574 36432906 36431069 36421588 36417476 36417475 36391374 36388567 36388566 36388568 36388569 36388573 36388571 36388570 36388574 36388572 36365073 36338239 5650996 36310362 36304565 36290209 36290210 36290214 36290207 36271384 36254943 36254942 36145589 36241824 36224655 36216989 36215553 36157280 36136158 36136159 36133539 36091320 36083038 36081382
457529163,핫트랙 해외 R&B, #RNB핫트랙 #장르핫트랙 #핫트랙 #인기 #명곡 #국외 #RnB #트렌디한 #드라이브 ,669,3986050 33333951 30118149 3146166 32392747 36215556 3457988 35911191 32793011 3986048 32219271 685096 3146162 1268261 2017159 34513924 3143275 3146169 30105618 3143265 33433769 31351144 1622952 3146164 3146167 32604377 4660792 32155999 32160286 34254819 7968702 14776 31598143 34087515 31936298 36388579 32611663 4228111 3808189 1648091 3146161 34214183 897261 33895886 32057052 31348703 36449293 3808188
525089359,R&B 띵곡들, #RnB #알앤비 ,4,35937786 30948892 32939152 30732377 36365073 36047581 34100776 35505762 30806580 33227937
518729396,유럽풍 감성 카페에서 들려오는 팝송 같은 국내 곡, #카페 #잔잔한 #국내 #팝송 #감성 #인스타 #유럽 #세련된 #알앤비 #작업 ,323,34481534 36423796 36350281 36314743 35671630 36241990 36460068 36284261 36254820 36108692 36196719 35962851 34836996 35689049 34626199 34209451 36282033 34386407 36139918 35956161 35557280 35957228 34713387 34570275 35876913 33751763 34598868 34416139 34117914 32833837 35946258 32600675 4644706 35406846 33149046 33402427 32243273 33030422 33359596 34770248 34845712 32588661 21697774
515900563,힙한 카페 사장님이라면 무조건 좋아할거야! 7탄, #힙한 #분위기깡패 #소울 #감각적인 #카페 #편집샵 #알앤비 #느낌있는 #작업할때 ,229,36015385 30908614 36019085 31127149 36026113 35907394 36026934 36061739 35836527 35832493 35885210 35847476 35879153 35885220 35899638 35878943 35913381 35899691 35798648 35806328 35723972 35667109 35699342 35718173 35728521 35662928 35586263 24441368 30960394 32634467 35648583 35640906 35500718 35524833 35603806 35552543 35543485 35495826 35419328 35437951 35353376 35357880 35008303 35057335 35203012 35217737 34222814 34871803 34827092 35002833
491090714,비트와 그루브 넘치는 세련된 R&B 1, #알앤비 #그루브 #세련 #비트 #드라이브 #월요병 #밤 #분위기 #야경 #혼술 ,2124,33304488 31083229 32772267 32701154 33317229 32726148 33743102 33460054 34137576 33836128 32494316 33275213 33609058 33390096 32878556 33558396 33371078 33363279 33361774 33298231 31581007 33303223 32492439 33345518 33322402 32842221 33363276 32478577 32177231 32922012 32960098 33141040 33317240 33277317 32505089 33308452 33255088 7871016 33248223 32922011 33317232 32931169
466435965,"자기 전, 방 안에 틀어놓기 좋은 분위기 있는 R&B", #분위기 #공허함 #드라이브 #와인 #그루브 #센치 #혼술 #맥주 #음색 #알앤비 ,1969,34018893 31133790 32355467 33000460 33003144 32335684 33836128 35702732 33333951 31001638 36125949 33234924 32998149 33077993 33030406 33070440 32457169 31186052 32335687 32229366 32080222 32960098 32170122 32026464 31970378 31012294 32376873 31916897 32088759 31350635 32746666 22119206 31339542 32618673 32599392 32170592 31001631 32121006 32376882 32170591 32335689 32366000 31413362 32170590 32269117 32363620 32182971 32334358 32088761 31476061
